89384 4
868501002 278292465 764681349
245022082 104768713 604901630
560043495 962539751 757007879
118393879 614958167 125852197
40821115 615451465 641193305
431808535 321447760 481526891
821490285 811150090 92850871
636596417 786206710 643860668
848684665 167820106 947521654
951753140 554929234 210696755
82561956 319610582 156821280
187330669 924512211 877838633
2386771 534036441 122860714
617344938 512404989 535420560
85312754 153598293 506330790
406760514 487641535 399668256
217910603 433008758 831476790
4117313 76869425 505483426
24453770 876907431 142079842
579383003 940120537 843280859
751509936 96941816 647550350
528538498 827296800 730112306
62574938 802673865 917442974
427496279 190610777 919829744
581094571 696941566 389691033
68736106 949126174 475003787
354261215 633119315 881764300
283646991 138602741 99674902
13070773 133198934 956308566
953191310 828996144 833278688
902649477 329062846 265178042
729946277 59175151 16687978
385136493 829134476 545226475
575747269 601480571 460317765
125205187 991171604 887814043
74331360 466175390 321424965
707450674 200456041 242677422
698569766 152647294 596938636
684285052 108955860 880585627
365797547 794750899 893656399
694860392 59928940 699364060
606551894 76616917 602013537
435686369 474359744 184476165
37166940 787193860 569612657
880854895 527524254 145359926
199546636 848949218 123081464
400002676 944142992 197412823
552649969 393597979 757379848
514122180 126699957 308465966
308873078 20356356 992751017
221318370 572236767 211064915
150451638 26766655 758441659
624811381 211242819 364993552
264521592 633371828 653196273
792045845 631248105 542879564
493511415 754329568 423734458
437654406 951742390 623281093
831252384 561638589 23283768
957952341 870104554 428450088
830825048 715371922 942572268
255578166 926436837 103961697
282344821 537394847 325280066
493587639 902388398 475731704
126959466 408101022 100543084
610723922 950980585 217581028
365053489 227231394 9626872
169312230 850512486 503138286
730950819 726312605 793309043
453571724 7279045 477077779
168943646 949851312 287546471
947896834 53813008 118371518
485291680 379093074 226466035
240196429 854824777 508810855
648297451 807884212 2398494
451794387 25465239 981874311
679025781 887608463 445114585
382054618 243263100 810168073
108367223 36572143 831996655
115646267 513649921 415463825
918013930 801196391 869035548
971826937 772084260 37979193
203436362 998550294 838392378
910777490 359877501 176200409
571178054 214792346 416396838
449159644 49183008 917210640
336768106 494297592 369005026
580031206 156982017 48030806
469119700 988978671 282601776
982769620 404442495 243485350
636482362 125994394 211647968
261082973 16489939 129661897
112149618 854882316 954005185
472027118 31082725 9957899
686819463 299995914 920735388
736002471 217206553 491913441
82816414 438727930 941073085
239798430 339275088 130357542
228777100 621876863 562905099
485735946 865362212 32024798
611730340 77010179 867310769
628220278 59188427 356309482
483102593 13193611 617392454
366701669 23151509 582058424
666697582 943886897 54085541
883904134 288316689 593421356
175148416 81906125 181940178
514423503 64780019 264756591
136300365 627685117 504555021
1662576 659709915 585848472
931189106 379537035 71584418
990377532 735846517 683314757
3571142 205755322 164051386
879239003 787813745 647153978
675642251 694415638 13855647
963958939 140353345 533069580
898381416 322293522 269490066
963161434 439566464 444638481
590846550 944121484 959061983
103072816 382486308 95362347
482609851 454070725 949541274
70972719 989901833 733246731
276728040 153953218 723624262
64541785 653623547 579711755
758957422 519995545 311467109
899310766 53065125 987109359
74120639 322555190 803584650
513687102 767193670 701966065
310324938 578772004 517643850
692811245 526650702 108490399
999398321 328708327 64079567
989300153 61955057 399205769
995769722 638095670 470178487
649393268 70323776 746906526
21905165 381790885 811448310
74970289 368900243 422922083
250041830 25001244 174749200
17235499 726967308 101386190
448523854 97127509 615073292
975174555 58134260 777914581
303882881 122213826 323242177
218354289 521419594 322640497
856449958 991598080 164457001
926773733 591020957 12743074
308564617 254985619 662136341
529981212 677907701 684041505
554982455 705173253 611528145
134466115 806559442 861569974
231593623 274149085 731321824
289727882 52063665 179845677
411941707 375305841 7536583
785877652 550462689 311419463
629992083 714919689 529773751
221013040 727662762 238740060
475998658 242315455 165513793
6422710 778873311 326594761
711595962 390401456 856575972
370671756 104487781 411558427
644820840 835809605 546024541
696884505 15655281 777618163
924706697 23191864 67346045
475169386 187127678 331804103
42605426 569417781 117681755
622784540 808157840 600190189
865099994 973671632 821203228
496489656 152782745 149718237
886891111 9358716 8657299
991378892 273433494 720253260
679704848 819458034 90925015
547876480 449592549 588262207
423584695 369454945 137663063
610712373 553775399 62369759
32646505 523973505 390055496
840804344 124163694 432660922
666992328 797883273 55445461
819775072 947601510 773061806
829133787 956258808 122067813
102567281 529028419 8958924
774541666 472469786 852854167
76650566 60731992 385075366
298621862 50911406 932951845
852397261 113281164 356536540
376370765 503336660 819765264
353050810 788513933 852411768
150934083 696475745 693216111
951051944 322053902 212724790
759827103 444121714 32499861
141371873 305596989 714150000
613841658 10967507 669233632
527090001 396042872 296291649
578001406 328994717 372942215
543798922 538047608 671564076
47135581 357812871 376477688
688165865 62740990 752848453
384641609 755957100 105899262
706695510 968681890 109349696
3333575 853698102 60401639
308930564 567848101 672745093
319898070 89598084 814116966
715940942 385889733 280474975
44935658 758831947 807564976
435499617 282912374 238082733
793312487 659390062 781881654
856053476 264754866 681533586
464526927 223170479 222215802
285725168 185036527 606857410
139423270 97954517 166069271
559787722 770699610 169402846
649385806 584816575 478333409
35275538 865291549 798231478
646623836 525372876 366688771
782052561 615971961 264140780
293958974 250369966 699640396
558713839 931903552 345469234
634400670 6635705 54039061
819437196 613493115 518565988
917391712 632078737 656807507
688091321 801481582 648747128
125424247 132331342 61051202
843232148 783079172 710437007
221121375 149767942 598228896
837093335 413908722 97369083
87463301 113549117 879421643
871883204 311534703 25896969
878518908 365573763 584610807
344528374 884139750 71527828
976607111 393463609 890965023
630605044 42210736 808356735
762936386 103261937 348964407
398531909 666215295 326905006
548299850 116960542 170137153
814724923 214329624 391258527
780790392 946267619 80868214
92325094 972164587 168331514
457898856 409291745 40214717
194554958 480819573 771249976
588018566 371784595 115778350
482745653 32657681 92385460
586007590 234138440 575506855
104739236 561043445 190959592
221699778 731180597 589491500
436029401 974955475 137791350
234813371 55823688 805032624
206977957 76671553 585823015
616269702 116886269 530664460
97089274 740652597 988563316
321390220 856430946 35634625
206564253 801332757 476169542
440702692 229355963 958915194
1746136 420315555 397439135
585443084 9807054 502178371
560398558 114755 723878148
468738598 805147379 12423900
545410150 243486745 247237271
514812771 774151205 454215227
255465367 615230872 923001280
964412664 503381848 872606905
618261772 979551389 46513477
847617734 938466582 253077729
267933288 188422069 693780420
130256694 690600439 695526555
130371448 414478586 133485990
788035178 426902485 693884547
31521923 674139755 15139496
658189479 980871334 560549646
125936702 903872613 75362416
629318549 628995870 183344134
461386289 675509346 147756797
252369222 928587074 766018568
440791290 622367493 466152653
131391728 170410399 734085941
398386665 303896388 864342634
825289150 850297286 847230433
351945256 865436782 635265611
185332941 425986427 519303885
89205554 353865194 30009715
570717775 537209327 8462768
246227120 684966123 637781316
27330545 303501042 99167604
649698037 769653694 204053177
672624787 356255986 644844467
976521174 73114971 776236194
679334811 920345404 27139211
544771592 408127366 852428360
823274370 779947602 56889967
177139563 809957316 242222908
714348889 818420083 183944813
251831363 308717750 754662587
407848756 260401705 853406058
30018802 464454881 880736602
386274787 109299347 382950990
311906110 738051893 55575776
84767865 765191103 884613301
492895230 470135814 563948111
125359183 379542132 961236055
935316498 621765039 784510424
606252932 658226203 814166339
767487033 265405141 381031579
27888737 118811198 632862942
344859969 999547799 40711697
306675668 235015140 70730498
897243912 290590915 309521637
514951366 27720567 621427746
985087179 591668678 706195610
217145662 405421084 51607191
838910701 42447859 176966373
349653255 856614197 964799222
615058396 237645776 423568505
733869593 723025069 191055537
585933744 616253117 71460625
820948883 539499967 268836945
964056150 849021603 575512612
991776716 322965700 325272875
435961745 881677661 840224240
841382828 933284851 677827770
883830687 962767575 894973432
740444883 927566796 586400484
830607010 203651652 936053738
553632078 394707188 551112133
22401547 318684164 137498078
561901513 587521108 575948173
263439467 15550072 249413407
586405166 340822946 213469556
320599178 181047186 57762624
106400380 858874955 493724368
69167954 606364738 335107196
849251101 192765221 71454234
52902752 128818959 811899116
300126291 532447443 495022478
618810454 522461872 48654555
206331561 98410044 71056101
221881632 347823451 485473965
562704578 413809358 748913431
596268115 471571981 187834948
307659421 965296349 508434125
914024159 152919896 614834504
106789379 224374129 684002457
88124689 36273244 385769909
473088484 383812073 438672660
995550355 284982980 738798950
946476751 208555432 210125755
146816553 694029397 416457316
560625910 442942827 490855299
32197891 630777775 53559876
997494239 139211899 502344342
2930486 606562755 810003763
227304614 143081563 724027921
116094209 528851472 683333651
499906282 967524131 623974692
784889261 558839433 949579527
993444692 768965187 797646233
687474088 37938854 744122983
982933267 528794153 890939535
466227393 434870380 304081797
457955643 937214722 336279687
64518397 599734836 186290277
207599960 176279108 189220762
736451431 859612758 416525375
556491913 336103801 532619583
967847697 138199679 32525864
589329236 935845912 669931476
627268089 532485246 663376168
8578593 275941133 203366607
295965325 580022929 38816225
85696398 916302615 505043617
685431233 955109243 962999260
861710340 144330004 27517656
573839449 413371730 87633967
909943250 798507664 676601749
48142928 683549880 85610014
836505191 353481355 53457710
368990437 869373874 642786945
644931569 72740481 122571386
77470849 111556705 131149978
993773463 469116674 279631654
801399057 432115933 365328051
798245412 312149940 50759283
64133493 252300259 912469622
862641156 928902007 338825423
546191035 14512020 101285024
752188742 67969730 1944303
621562615 563273026 838449494
546819447 538360763 59956282
510892504 522027093 704887850
980009177 801658746 782358698
264641461 166986797 628648512
429307752 70262431 282563920
681608010 982732053 80809331
610510017 174073827 144942823
477538388 275358850 7583978
398024469 277303152 406291365
961297495 115752645 10996458
352174609 175708926 632559072
874201701 733113127 31894871
675860447 367988176 395303726
695363595 996636687 227829254
765626025 131716958 492470714
600874429 212526288 921778465
774948255 209985462 455902827
50307104 70085792 66412843
327610256 476377156 396467582
295879252 487373613 794492051
471588178 972449036 608305897
57217656 4343906 960480505
425205832 252163983 834682206
274358870 479993236 363059004
406075828 972463949 58422598
618602115 746758766 676564974
828587577 55177944 277439403
898673368 121590786 52387657
227566875 370574719 955211113
567456839 165066769 135337720
539905874 773372665 431216971
396766132 586369522 902805148
648930114 273568079 960022804
128923350 636627082 237744987
953903650 547566031 512103856
553178767 76647356 918179683
608356710 354086758 389298150
582463847 258990767 70402078
953038566 66718231 969075445
970621686 202055950 49158671
596510703 633272920 616615509
182880224 388594420 9037734
456448302 201133575 258320217
945591735 438878561 907250331
345674117 950982416 888690032
422321472 869162099 695110033
776408230 110976600 100805152
887915348 181378677 561678213
954633578 2970473 144142060
156689527 52129143 949696977
789962446 521261003 772835014
31073217 530298736 369345716
232206791 788618953 404742291
671085351 548385635 861190592
622067767 289592018 659298678
343746217 837218402 4972794
454722816 938023553 427294266
636101492 352218118 56218847
639071964 348876529 944134194
543717458 151089857 751284123
64978460 923924870 907973649
447793547 145786938 550452446
88928851 550529228 581525663
637314485 264236172 813732453
779422854 923534849 337334156
616641256 928507643 959401922
407181160 208318260 155664490
759399277 117053458 462903657
108275805 61187651 99005148
111882013 664988125 590593463
35806883 425478125 134310920
181593820 975930570 51805731
732123047 409972584 499599277
996359218 76221389 588528128
772410419 413555544 78358964
553434413 225473817 857781818
761752672 233654658 326939425
878806129 696558314 586636936
792510131 648079813 198552565
310014607 91189627 159344721
735492731 78016898 271226734
563939652 129822628 307033616
973912236 481938256 341143787
902649976 70466383 73266833
168721871 1341699 922142403
394195687 711639868 547069173
627850344 38579292 100503585
176925009 477732579 714772608
825004821 676285143 446095088
916194447 835629864 91121570
994211344 106856597 401136176
124033971 266406564 136628906
458488578 607550350 700568557
381471313 533333534 526997144
382813011 307992288 282163471
94452878 855061460 450885341
985548521 955565044 845081027
315797451 522854003 325447722
992082594 968949090 502372730
827712457 60070659 179893902
787085405 461206834 96088348
53491968 450352091 90299691
661042317 3437000 66850013
46892202 530434143 377854943
354884490 812597614 759326255
209945949 115999306 142139265
18027345 961080333 89108494
540881347 139044406 927173366
362346789 493933488 95487168
422417447 673827389 87569761
736140633 769915737 767798569
186492723 712731779 554883973
189929722 632098144 460892292
572880217 9953086 121934608
237994182 621795692 21343162
353993487 616451308 376227651
167590171 558076153 586173599
306634577 337765870 456717295
800568064 433253037 997598642
326911804 520822798 212461782
96827540 141137718 634879228
662075671 696021691 223536212
146690166 9430334 410028935
9159603 131364942 452475008
630955294 5224455 25355224
99922953 381452105 263349405
657999105 967625703 617342892
995764974 276859350 784933062
429018010 126974343 944083990
802357159 339436124 597168405
943494877 974315351 924080209
492032919 50367915 873424100
501463252 460396849 388016122
485344545 912871856 534706287
490568999 790743432 396382241
872021103 54092836 27337534
692163158 523952079 127260486
969022507 161401493 637775942
95996849 105485482 633540915
435432972 555170239 915075277
262264674 479250447 717432435
312632588 205190898 513443663
625545788 593207020 5476581
390933996 127913306 506939833
181677427 376811899 992284377
88286614 256665784 335369728
464755045 236442622 207390830
626156537 874218563 899553987
584158370 360275830 721092845
139328608 275351106 817089693
471095406 845299892 105039016
676286304 358743555 219820042
122009675 216736487 532452629
102439332 723676319 10514769
479251230 568477048 401448764
735917014 903846775 583126190
972359635 963753956 523929155
846578197 715824295 988684199
59370378 436917139 467357087
334721483 106523184 51515457
32537727 64078551 43360416
391281281 283898592 366972174
608017767 816351221 895774829
184210438 826865989 17784503
605203837 80831104 120223834
361566963 663957293 599475064
325320918 40402799 187908429
41145212 29086998 160268063
330578703 496444084 859362611
289618238 400475892 918732989
353696788 296352660 105970823
637595380 515841185 138508549
306462952 411616013 529789829
133328940 281916867 990323948
66676395 402140700 27050737
730633687 854132115 632254573
771036485 42040543 993821535
652639834 54824957 171658804
1600270 914187568 65320368
402076161 832920556 395899070
550945172 938891378 685517307
66786356 77399927 39214094
330918720 459706107 529325825
612835586 302546406 835788776
14976286 329597142 821634067
721624752 961851714 888310461
763665295 955673248 471460499
818490251 127332052 95013336
585194170 45168771 747653169
270631077 441067840 749253438
62038807 979101498 3845951
139438733 870831943 554791122
451661191 400157768 621577478
754207597 88462895 952496197
83804738 910096962 417848135
898172804 798407422 285340772
706362403 122384273 6965523
686210806 217397608 623147169
731379576 965050776 294153772
24963767 714304214 879347941
4065264 718150164 149979018
874897207 125457637 212017824
127571326 747035114 203972908
216034220 552047663 508150450
126131181 969895797 114874398
777054955 107752920 51195488
899439227 114718442 949368291
116836834 737865611 655730693
934403961 32019382 194457851
501224526 763883674 925837426
71891041 913862691 950801193
197348678 978396866 954866456
944383791 34886125 682280014
348947805 543036575 662367691
171359953 657910972 878401911
279112872 709106459 857049443
246347666 658474749 486620749
984213276 166721794 238576327
868749009 361179644 207929512
485149034 139533421 142333473
251528077 90334613 496074350
229924942 897717421 567965391
264811067 432513786 765314068
807847641 94881477 562214210
318274964 825799739 911162015
27381423 535365533 935038319
538372523 21986282 66667543
705094316 113078960 313015208
918790311 173524824 149744835
58323732 168374648 18493843
1174696 664448997 356159228
898892116 232414387 607687304
331405902 997728454 837612246
278803730 412459016 954939664
104603468 176137382 615303656
639969000 111175700 933578619
514471633 177843242 960960041
480066945 490858449 351848916
653591768 640603283 56943231
821966415 511613477 828249894
486415411 867772705 886573625
571346150 327976360 887748320
421590955 18104957 639156788
834049970 973044620 970562689
10187351 588348275 101882770
121363051 374443246 206486237
151722644 187919638 698971588
495097445 539768553 65959573
135700727 449228136 546026517
499830556 277478029 199618284
220119612 16568005 21584698
548095971 756832676 360516460
566200928 395989463 931862609
391761899 219068503 205969916
980110174 320951272 40019885
207069771 379953860 50207236
394989408 78925448 24086638
934757961 144885020 28325633
383986096 690911536 523423077
513980476 743046171 511640156
530548480 617147220 863987063
139897507 977663679 84106674
535886970 762042640 484718996
607471824 968012555 903436275
928423096 860548791 295198174
160893307 763272378 127824699
239818754 639875367 334894469
237220125 668201000 729883876
928131660 44140428 517158188
523694182 408296935 901144283
140841401 272283997 267641110
971021432 208907022 798189589
585580423 546142370 938087096
406109329 449578644 326490417
266658119 597293169 933962240
29930497 725117867 714901687
522322215 912528687 875794994
43039566 494928915 968130099
87179994 12087102 205350224
495476928 765747737 985998235
620277277 33388846 509692417
829184298 684094787 503050169
227843019 474698234 474071600
677421663 801188650 59652022
127231183 587667241 318277702
852349050 155085280 584935821
617394088 883396625 467382669
112323002 851526723 989704883
124410104 909393298 32744449
742674192 895391533 972440794
776063037 257600301 320434073
312674175 760650469 940711349
787372408 87238421 622411999
441077409 999406794 850255017
28744650 317684496 380193031
36346281 755136668 507424214
919742905 75035688 212289615
623785979 64740570 829683702
385695629 950001370 942006704
133603513 774958515 918933159
391203813 95392588 514123702
4370633 36103936 142703090
91609053 511032286 455377265
943532199 361287303 242749672
113733046 741480333 683827081
868869713 101420898 565088082
943905400 313710512 453950714
861162321 143394214 226209970
663680043 937917269 849995948
438638557 709366779 88207928
386547496 223490480 221811440
275167784 366193569 613015252
786200069 821570833 469902237
3723 916836857 414027641
741484056 453180289 357559839
842904953 18268370 471292884
9131817 324735435 192678948
152526030 550945404 136584347
90443298 253457703 997746668
652326428 341665631 513943062
875816907 563477070 952581618
94526827 29008674 191645466
768614012 498910910 466813249
685450868 912938550 253013317
138631156 123014741 253017040
9415877 594307624 847017447
186667663 786986572 542438751
737613066 776087270 551570567
991070768 626350289 704096596
332736398 140293350 647056245
896213468 945391320 151899024
925222141 137036785 27715930
276649402 603850033 974759109
189587951 709379701 743373120
312602691 962396740 281340339
759426667 661930538 272487846
398929590 204369289 134420074
175016859 755939855 321087736
801367148 312552803 58700801
794176849 812125399 902287920
739568168 964024423 87540670
729121304 844256704 983754137
185487688 819015812 761492629
894867389 414905283 38142030
709780480 548761973 80246332
371711018 821249818 245365375
428596658 808186243 4792041
37052864 129273978 403721630
349605666 40491130 431254840
14247417 795295402 85138339
978271839 882836071 879315188
822528542 719106559 471399707
494060706 333115539 200521011
761482340 223773920 386008698
310244313 304020251 133392438
984010482 549385625 843172918
792196725 406694017 67400287
773987054 810415646 495996944
666994536 94186838 533049807
314806289 179325176 882655473
197642359 58640363 896902889
916748917 530040070 727691079
102380807 583077432 402735972
326154726 969086129 896796677
630174976 102478567 510795369
32076953 798167836 821039681
438770969 865568122 657566514
101702967 361565065 302279590
195889804 894614871 76266644
375214979 629786695 595777531
286371694 379205935 910583819
816411763 106897013 960742529
252005546 362149337 730007797
73608026 111462365 832388603
28602944 622257733 158543328
826770779 295813765 641234655
692338900 953380279 673311607
906420316 255659868 964598928
653551539 184442863 66301894
135854585 632736745 114708049
515060520 395836915 342439379
474473884 356579443 628811072
836623220 86587239 297739186
948085585 771492193 549744731
422859669 930035520 623352757
718673434 423786527 651955700
672053712 97098133 478726479
780229931 914213412 23581730
964672794 833031657 930002046
449925890 947739705 436069936
845762805 142695436 571924520
54858599 771506507 86985039
141445838 69245693 413975275
765454382 618990423 103114846
548006254 94859531 903716782
971792780 746815231 326576451
921407264 78058061 45249884
835620676 101639790 569819947
521168684 884158187 202566229
321424741 320228122 19755374
464120176 892152642 469681264
235626682 831654032 315444068
157388726 98145658 370302666
776379149 53776856 364264855
871238679 957493637 129719237
470570261 136586439 530241842
548628321 34352674 502034621
650268111 604172620 275958236
386942649 806738849 111578911
707170771 826494222 485263947
451839764 148691837 806688687
136010147 464135904 270808862
86672157 686954922 358951895
140449012 51219776 516340621
97942648 33455364 145236121
234529087 416213557 16474799
268881760 918248177 339561412
725570732 46722765 888189732
384825932 10818027 390974194
63836505 496081973 777916843
212528342 302770659 337603965
676664245 426095872 789443728
216135518 785047767 777970226
119871646 301388387 864642382
5843361 446624507 5091393
422056918 315615657 103034041
192821446 655177068 190079479
239544210 395883152 311477590
250362237 786857345 37048321
746444209 564774187 421874252
49214868 902378151 485710757
327827091 544338230 698239098
112874857 174824808 227419694
266779595 39467189 443555212
713404101 44558582 563426857
881536110 108974 569270217
389229529 42704804 991327134
785112680 354182393 36664932
571970025 243747066 276209141
989260563 665621317 526571377
744155066 3848425 273015586
141009647 554603874 174746805
315834454 782023568 502573895
355301643 78095131 467965104
252376576 494038339 734744698
105001901 63308555 300665151
223056 907152041 182201260
354405448 943816972 571430788
598152513 72542464 209059820
116290182 599113841 781029844
120138606 872129426 622806758
527258832 899392582 366961823
161798751 254482828 507971470
239893881 722447931 823805923
733932219 457192629 31623917
649757125 757857779 136516844
409425517 792575390 241518744
205758840 216522529 241741799
278301304 425582348 448663599
877415144 59128543 46816111
602060921 681935301 15622644
353969854 48897123 988277602
608452681 409384944 515536433
330900612 85707219 677335183
640609592 117331135 769745415
250983722 106364331 356193985
43559111 347883074 5951109
260081639 442141225 267892978
685663987 890804823 326168169
744792529 790137285 604469472
279244181 805759929 334400967
180657656 646553882 788978239
590042599 14606666 142948092
528266169 691941848 751400773
498113656 314203614 934817736
604477986 670397598 575427327
952361059 528865058 826411048
247018635 796758035 722486510
137823457 122926204 982568148
927960742 579912027 520748486
586237022 766829346 118057367
85307255 555807584 397301547
99913920 551272028 577959202
791855767 155189152 20518153
106059380 90006887 548784321
628973329 517950565 46897976
157838386 196877964 503892313
807112773 919364473 308769724
782555328 754448972 555788358
214983706 127713810 693611815
981813051 245771176 474088908
390136987 495589074 912842281
941409014 73548276 998149535
96598165 946582780 98063454
39121403 347883452 742435572
557071967 247297780 701011303
753949930 751190092 329984631
673314402 59959815 340339368
280279725 615748173 147452140
407993534 161876339 930007467
653764709 488481598 144991173
1870135 401323878 979320575
75418410 251989764 369457561
874517541 350053217 163382926
222400992 92488788 259981090
469698771 646016442 299102492
73405215 976001072 856174458
133365029 168856791 462640739
601629553 316308931 135955140
763505891 98832749 268751217
104503840 96340273 676744750
505827717 75660848 183025811
757817480 297634760 184895945
960387048 461017686 112830706
905392187 573515127 987348246
551408628 872617619 62265589
379926051 581308428 531964360
548782842 43949167 605369574
717608124 32420658 591250954
816440872 153688226 192880507
765297497 830432976 808902749
693474696 13458786 913406589
991109455 198354730 271750657
304643492 311185435 29568137
878158619 151050032 842471536
603292589 213315620 747863723
37117368 745279979 151788702
933582886 203165904 384231105
818519896 794416858 933013946
972208121 839813716 503138421
802641096 648716464 172095644
668616233 414639404 937393140
866970962 686390061 630867835
30672748 568474549 474493642
181722779 410946084 631653485
395038399 11326158 362328455
992834729 15631212 965621043
48516985 399862316 855254763
842933842 185392613 788837648
535263909 688531033 459873895
36496724 860626676 432082016
451136128 798019816 87239463
137526188 281404002 755855696
706000736 608413995 475343009
969463171 240067480 358532109
980789329 602395934 540254887
996420540 420533329 787809637
248799207 128304443 780644366
434191819 917142090 829161350
122722851 229532337 524611543
983349526 661614352 59875451
633885693 601370166 96372174
767806047 209742213 400024653
376220041 685085222 537550840
468803872 43617330 96067927
71199806 436388568 65531098
344249486 76714557 898836778
472553928 857358922 747773669
242212369 539036623 996572875
471744705 916164517 283281045
985875408 828556319 406003895
587245574 777444844 241869772
796987786 177469497 728271817
334589359 567536688 496077863
230723040 663604615 724814255
519627960 581652064 193618127
596342516 333005193 117334284
306217789 933295213 314100121
845254411 782384439 786654048
613935279 65665483 881382768
442491597 324185729 205643825
72452792 566055500 191519232
249922288 146843668 631281157
817458976 642921530 280785295
333579942 220252137 615374653
767748357 413870263 698614045
100753549 383720898 218242004
886565113 697821018 814584519
668949551 336991417 120802307
587131385 218374184 818573069
911317113 424018008 285024699
329888964 468053592 727516295
476732632 99334748 799969086
119654161 380120042 902407726
192422649 848011047 572383053
606292911 546625091 905962994
990013808 617383446 526227702
540351177 284484316 479497602
877342593 257802974 366062714
95716777 76376042 887528616
372251136 213917092 474660000
840304727 941433386 238493464
792155827 593918823 568382427
24792220 348842900 45115058
872803266 921225952 17285571
271944708 679705297 209708219
889328153 205932998 668517482
173812468 685430599 511047641
431615441 904009664 51398818
360507834 791538279 928741410
574424925 118714630 876974538
368374662 357208093 101742026
814809837 925590520 794563104
163652736 823221929 586718930
84878688 840507499 611511150
617100336 902732070 336830767
823033334 571249551 608775475
360980284 82297191 498103627
117506300 986212360 524432447
909044578 767470122 956047887
880275560 496961011 169072073
90000004 598703036 596013349
15590523 245782492 964388011
691328804 832501421 631714199
384352654 296528922 795366934
287084723 633359689 732761973
710850625 94651515 202378661
645664168 592755141 25411994
631876527 117187587 238908629
251863000 925751826 356414928
748824011 947340250 117975858
200043398 543353598 998251417
445825889 360257960 88251420
130843662 991972158 956358295
427372583 639855444 500203450
913248623 225133768 884556103
7900137 427512428 24157178
453171630 305440773 735007802
422875568 396865754 380671969
201143745 753280681 865064848
148483994 723772890 116927847
544353944 574540658 865751857
904611903 515308430 65795255
749100413 324183076 364137495
241472208 824386525 494981156
319122327 708942627 922353739
746634755 733099804 688118713
904591879 320623958 696018850
301457632 701295926 1706831
907254665 418877125 424582398
631027554 535804972 625726143
58084564 254073180 774210136
573392993 172384786 171080431
897576068 536522281 75692334
721962592 31503436 677309098
283421570 806373526 771297657
869037726 347008591 90419983
189661683 43027440 689571089
743473960 44734270 594162968
162351085 321833019 748136951
550672408 947559161 655391615
804745587 574285649 138935521
829646725 745366079 197020084
218685357 673574764 770413076
102705144 203400213 520505495
909078670 974697869 94984438
108603612 65117852 378406007
4147403 607205292 99960084
48881672 53884611 289621766
223231042 802021562 33095726
170790203 309929528 47963162
745075851 448865048 598635569
342958281 498401483 255897507
16533045 121330910 85544231
219933257 641836404 156745939
47147478 736820841 259451083
112265329 115226848 21046104
571986972 67703283 129649715
625871583 357325049 133797117
427893144 242937126 35195140
737822671 143416639 258426181
39204071 742052207 429216383
537605553 850466065 26808585
658936463 788526648 369766866
153289218 945272586 238816262
890110059 204723668 458749518
857853258 225769771 505896995
925556540 355419485 470678675
135397940 489216601 42665647
378335065 524411740 521053581
521751703 782837921 948946724
116320261 64570655 539285746
966786326 91379240 431006168
607829325 313662457 968611721
553101910 552478718 480064535
610341930 863744587 633353752
836111700 222157934 375980162
44047537 692836608 233833419
385780489 588018606 11906311
910192229 109072186 147304250
545546501 910535261 525639315
462633507 302337359 899907369
406529098 733343526 16227630
720191554 554471598 835530307
125186623 887052484 295875983
988931210 372922588 848977892
63605495 748902749 311836173
756442102 982736168 464225
196977060 994642478 44511761
158565597 141946727 430292249
921617210 520102393 193000829
76470920 272526114 591063681
809814445 141270095 53697188
216802395 976800401 460226285
103854878 125192735 32934191
329293817 974170626 10637165
78196566 138523151 999568374
913449085 138987375 63173868
760607914 183499135 672132322
755070992 466307735 721625733
127689737 659308564 880191329
400215850 102888596 654324890
541485944 156585783 730795809
370802696 469328420 393126606
495995430 502262610 609929000
322682407 512899774 566300229
461205557 364984500 895594046
600192931 280674719 826306963
783692065 805323392 739756047
102516152 526949124 352880312
761824715 259656805 107951303
864713310 913981694 235641039
873815445 497293855 635856888
343143864 890420460 29859183
697922825 352865811 400661878
63338950 919166039 896657307
428323449 667276436 219339714
561514520 346099750 680545270
366837911 85855796 133254553
746303387 291252459 916946617
5960191 399203762 19462768
772458236 487361152 633803834
122268442 123218040 351033496
12688901 5593574 77365292
365554711 406255452 420509155
137237102 302912758 118431979
657029889 374768823 34287280
3129639 55314093 462610729
941501786 41084997 24125248
232754245 958031613 243479510
484474358 830010733 989782896
971835509 316330918 848259438
947569900 519880765 473234026
953163474 597246056 595502467
359418925 17755210 460707720
514848034 988703540 826262430
889616857 22990820 816015883
797447301 338117900 473045772
838532297 214759499 328691762
649080261 310755360 270193547
331607345 153054608 355464143
647938263 1314045 839938500
20335379 327064422 811774009
617581435 775083241 611860260
487852996 235790960 565023733
329072888 914569741 776959009
204580059 730585624 291807043
542697958 56147747 33940251
609973808 384839508 831387551
920729167 507549406 669919847
73783774 863013549 171516459
927614171 702952048 503123804
107194944 367242408 3578418
882278184 979102668 23913796
118069143 396642752 641495230
885155236 26118113 129348226
468257211 317925155 458421113
524404957 351865405 663001171
761760816 35769307 58215480
269310221 705689153 668189287
132323769 877205611 441434805
687792169 232845766 515218579
907550928 236424183 295349101
739169947 260337979 402544044
135812699 901833208 284822228
14447163 31181433 255407722
332372317 342118897 140562957
536754073 857636419 461336519
572523379 915851898 985741475
130728883 436557536 600018642
7934493 877992341 869328863
93296611 245727271 854168983
329720793 541076371 394477503
590058771 943620414 154544783
491891979 80958993 893714729
